slug,acronym,name,edition_date,country,pages,volume,shelf_number,dates,notes,,,,,,,,,,,
CE-BRA_1919-1923_1920_8-9,CE-BRA,Commercio exterior do Brasil,1919-1923,,8-9,,,1920,,,,,,,,,,,,
CE-BRA_1919-1923_1921_8-9,CE-BRA,Commercio exterior do Brasil,1919-1923,,8-9,,,1921,,,,,,,,,,,,
CE-BRA_1919-1923_1922_8-9,CE-BRA,Commercio exterior do Brasil,1919-1923,,8-9,,,1922,,,,,,,,,,,,
CE-BRA_1919-1923_1923_8-9,CE-BRA,Commercio exterior do Brasil,1919-1923,,8-9,,,1923,,,,,,,,,,,,
CE-BRA_1919-1923_1919_12-13,CE-BRA,Commercio exterior do Brasil,1919-1923,,12-13,,,1919,,,,,,,,,,,,
CE-BRA_1919-1923_1920_12-13,CE-BRA,Commercio exterior do Brasil,1919-1923,,12-13,,,1920,,,,,,,,,,,,
CE-BRA_1919-1923_1921_12-13,CE-BRA,Commercio exterior do Brasil,1919-1923,,12-13,,,1921,,,,,,,,,,,,
CE-BRA_1919-1923_1922_12-13,CE-BRA,Commercio exterior do Brasil,1919-1923,,12-13,,,1922,,,,,,,,,,,,
CE-BRA_1919-1923_1923_12-13,CE-BRA,Commercio exterior do Brasil,1919-1923,,12-13,,,1923,,,,,,,,,,,,
CE-BRA_1913-1918_1_1913_LVI-LVII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LVI-LVII,1,,1913,,,,,,,,,,,,
CE-BRA_1913-1918_1_1915_LVI-LVII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LVI-LVII,1,,1915,,,,,,,,,,,,
CE-BRA_1913-1918_1_1916_LVI-LVII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LVI-LVII,1,,1916,,,,,,,,,,,,
CE-BRA_1913-1918_1_1917_LVI-LVII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LVI-LVII,1,,1917,,,,,,,,,,,,
CE-BRA_1913-1918_1_1918_LVI-LVII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LVI-LVII,1,,1918,,,,,,,,,,,,
CE-BRA_1913-1918_1_1913_LXII-LXIII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LXII-LXIII,1,,1913,,,,,,,,,,,,
CE-BRA_1913-1918_1_1915_LXII-LXIII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LXII-LXIII,1,,1915,,,,,,,,,,,,
CE-BRA_1913-1918_1_1916_LXII-LXIII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LXII-LXIII,1,,1916,,,,,,,,,,,,
CE-BRA_1913-1918_1_1917_LXII-LXIII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LXII-LXIII,1,,1917,,,,,,,,,,,,
CE-BRA_1913-1918_1_1918_LXII-LXIII,CE-BRA,Commercio exterior do Brasil,1913-1918,,LXII-LXIII,1,,1918,,,,,,,,,,,,
CE-BRA_1910-1914_1_1910_3,CE-BRA,Commercio exterior do Brasil,1910-1914,,3,1,,1910,,,,,,,,,,,,
CE-BRA_1910-1914_1_1911_3,CE-BRA,Commercio exterior do Brasil,1910-1914,,3,1,,1911,,,,,,,,,,,,
CE-BRA_1910-1914_1_1912_3,CE-BRA,Commercio exterior do Brasil,1910-1914,,3,1,,1912,,,,,,,,,,,,
CE-BRA_1910-1914_1_1914_3,CE-BRA,Commercio exterior do Brasil,1910-1914,,3,1,,1914,,,,,,,,,,,,
CE-BRA_1910-1914_1_1902_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1902,,,,,,,,,,,,
CE-BRA_1910-1914_1_1903_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1903,,,,,,,,,,,,
CE-BRA_1910-1914_1_1904_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1904,,,,,,,,,,,,
CE-BRA_1910-1914_1_1905_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1905,,,,,,,,,,,,
CE-BRA_1910-1914_1_1906_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1906,,,,,,,,,,,,
CE-BRA_1910-1914_1_1907_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1907,,,,,,,,,,,,
CE-BRA_1910-1914_1_1908_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1908,,,,,,,,,,,,
CE-BRA_1910-1914_1_1909_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1909,,,,,,,,,,,,
CE-BRA_1910-1914_1_1910_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1910,,,,,,,,,,,,
CE-BRA_1910-1914_1_1911_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1911,,,,,,,,,,,,
CE-BRA_1910-1914_1_1912_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1912,,,,,,,,,,,,
CE-BRA_1910-1914_1_1914_9-13,CE-BRA,Commercio exterior do Brasil,1910-1914,,9-13,1,,1914,,,,,,,,,,,,
TGC-FR_1919_1919,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1919,,,,,1919,,,,,,,,,,,,
TGC-FR_1925_1920,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1925,,,,,1920,,,,,,,,,,,,
TGC-FR_1925_1921,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1925,,,,,1921,,,,,,,,,,,,
TGC-FR_1925_1922,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1925,,,,,1922,,,,,,,,,,,,
TGC-FR_1925_1923,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1925,,,,,1923,,,,,,,,,,,,
TGC-FR_1925_1924,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1925,,,,,1924,,,,,,,,,,,,
TGC-FR_1925_1925,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1925,,,,,1925,,,,,,,,,,,,
TGC-FR_1931_1926,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1931,,,,,1926,,,,,,,,,,,,
TGC-FR_1931_1927,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1931,,,,,1927,,,,,,,,,,,,
TGC-FR_1931_1928,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1931,,,,,1928,,,,,,,,,,,,
TGC-FR_1931_1929,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1931,,,,,1929,,,,,,,,,,,,
TGC-FR_1931_1930,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1931,,,,,1930,,,,,,,,,,,,
TGC-FR_1931_1931,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1931,,,,,1931,,,,,,,,,,,,
TGC-FR_1937_1932,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1937,,,,,1932,,,,,,,,,,,,
TGC-FR_1937_1933,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1937,,,,,1933,,,,,,,,,,,,
TGC-FR_1937_1934,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1937,,,,,1934,,,,,,,,,,,,
TGC-FR_1937_1935,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1937,,,,,1935,,,,,,,,,,,,
TGC-FR_1937_1936,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1937,,,,,1936,,,,,,,,,,,,
TGC-FR_1937_1937,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1937,,,,,1937,,,,,,,,,,,,
TGC-FR_1938_1938,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1938,,,,,1938,,,,,,,,,,,,
TGC-FR_1919_1914,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1914,,,,,1914,,,,,,,,,,,,
TGC-FR_1919_1915,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1915,,,,,1915,,,,,,,,,,,,
TGC-FR_1919_1916,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1916,,,,,1916,,,,,,,,,,,,
TGC-FR_1919_1917,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1917,,,,,1917,,,,,,,,,,,,
TGC-FR_1919_1918,TGC-FR,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,1918,,,,,1918,,,,,,,,,,,,
SC-BUL_1938_1934_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1938,,6-7,,,1934,,,,,,,,,,,,
SC-BUL_1938_1935_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1938,,6-7,,,1935,,,,,,,,,,,,
SC-BUL_1938_1936_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1938,,6-7,,,1936,,,,,,,,,,,,
SC-BUL_1938_1937_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1938,,6-7,,,1937,,,,,,,,,,,,
SC-BUL_1938_1938_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1938,,6-7,,,1938,,,,,,,,,,,,
SC-BUL_1937_1934_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1937,,6-7,,,1934,,,,,,,,,,,,
SC-BUL_1937_1935_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1937,,6-7,,,1935,,,,,,,,,,,,
SC-BUL_1937_1936_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1937,,6-7,,,1936,,,,,,,,,,,,
SC-BUL_1937_1937_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1937,,6-7,,,1937,,,,,,,,,,,,
SC-BUL_1933_1933_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1933,,6-7,,,1933,,,,,,,,,,,,
SC-BUL_1933_1932_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1933,,6-7,,,1932,,,,,,,,,,,,
SC-BUL_1933_1931_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1933,,6-7,,,1931,,,,,,,,,,,,
SC-BUL_1933_1930_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1933,,6-7,,,1930,,,,,,,,,,,,
SC-BUL_1933_1929_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1933,,6-7,,,1929,,,,,,,,,,,,
SC-BUL_1929_1928_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1929,,6-7,,,1928,,,,,,,,,,,,
SC-BUL_1929_1927_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1929,,6-7,,,1927,,,,,,,,,,,,
SC-BUL_1929_1926_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1929,,6-7,,,1926,,,,,,,,,,,,
SC-BUL_1929_1925_6-7,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1929,,6-7,,,1925,,,,,,,,,,,,
SC-BUL_1924_1924_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1924,,8-9,,,1924,,,,,,,,,,,,
SC-BUL_1924_1923_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1924,,8-9,,,1923,,,,,,,,,,,,
SC-BUL_1924_1922_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1924,,8-9,,,1922,,,,,,,,,,,,
SC-BUL_1924_1921_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1924,,8-9,,,1921,,,,,,,,,,,,
SC-BUL_1924_1920_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1924,,8-9,,,1920,,,,,,,,,,,,
SC-BUL_1919-1923_1919_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1919-1923,,8-9,,,1919,,,,,,,,,,,,
SC-BUL_1916-1918_1914_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1916-1918,,8-9,,,1914,,,,,,,,,,,,
SC-BUL_1916-1918_1915_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1916-1918,,8-9,,,1915,,,,,,,,,,,,
SC-BUL_1916-1918_1916_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1916-1918,,8-9,,,1916,,,,,,,,,,,,
SC-BUL_1916-1918_1917_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1916-1918,,8-9,,,1917,,,,,,,,,,,,
SC-BUL_1916-1918_1918_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1916-1918,,8-9,,,1918,,,,,,,,,,,,
SC-BUL_1913-1915_1911_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1913-1915,,8-9,,,1911,,,,,,,,,,,,
SC-BUL_1913-1915_1912_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1913-1915,,8-9,,,1912,,,,,,,,,,,,
SC-BUL_1913-1915_1913_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1913-1915,,8-9,,,1913,,,,,,,,,,,,
SC-BUL_1910_1906_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1910,,8-9,,,1906,,,,,,,,,,,,
SC-BUL_1910_1907_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1910,,8-9,,,1907,,,,,,,,,,,,
SC-BUL_1910_1908_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1910,,8-9,,,1908,,,,,,,,,,,,
SC-BUL_1910_1909_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1910,,8-9,,,1909,,,,,,,,,,,,
SC-BUL_1910_1910_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1910,,8-9,,,1910,,,,,,,,,,,,
SC-BUL_1905_1901_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1905,,8-9,,,1901,,,,,,,,,,,,
SC-BUL_1905_1902_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1905,,8-9,,,1902,,,,,,,,,,,,
SC-BUL_1905_1903_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1905,,8-9,,,1903,,,,,,,,,,,,
SC-BUL_1905_1904_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1905,,8-9,,,1904,,,,,,,,,,,,
SC-BUL_1905_1905_8-9,SC-BUL,Statistique du commerce du Royaume de Bulgarie avec les pays étrangers,1905,,8-9,,,1905,,,,,,,,,,,,
SC-BUL_1900_1896_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1900,,6-7,,,1896,,,,,,,,,,,,
SC-BUL_1900_1897_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1900,,6-7,,,1897,,,,,,,,,,,,
SC-BUL_1900_1898_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1900,,6-7,,,1898,,,,,,,,,,,,
SC-BUL_1900_1899_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1900,,6-7,,,1899,,,,,,,,,,,,
SC-BUL_1900_1900_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1900,,6-7,,,1900,,,,,,,,,,,,
SC-BUL_1895_1891_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1895,,6-7,,,1891,,,,,,,,,,,,
SC-BUL_1895_1892_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1895,,6-7,,,1892,,,,,,,,,,,,
SC-BUL_1895_1893_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1895,,6-7,,,1893,,,,,,,,,,,,
SC-BUL_1895_1894_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1895,,6-7,,,1894,,,,,,,,,,,,
SC-BUL_1895_1895_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1895,,6-7,,,1895,,,,,,,,,,,,
SC-BUL_1890_1886_8-9,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1890,,8-9,,,1886,,,,,,,,,,,,
SC-BUL_1890_1887_8-9,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1890,,8-9,,,1887,,,,,,,,,,,,
SC-BUL_1890_1888_8-9,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1890,,8-9,,,1888,,,,,,,,,,,,
SC-BUL_1890_1889_8-9,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1890,,8-9,,,1889,,,,,,,,,,,,
SC-BUL_1890_1890_8-9,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1890,,8-9,,,1890,,,,,,,,,,,,
SC-BUL_1886_1882_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1886,,6-7,,,1882,,,,,,,,,,,,
SC-BUL_1886_1883_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1886,,6-7,,,1883,,,,,,,,,,,,
SC-BUL_1886_1884_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1886,,6-7,,,1884,,,,,,,,,,,,
SC-BUL_1886_1885_6-7,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1886,,6-7,,,1885,,,,,,,,,,,,
SC-BUL_1882_1881_10-11,SC-BUL,Statistique du commerce de la Principauté de Bulgarie avec les pays étrangers,1882,,10-11,,,1881,,,,,,,,,,,,
T-CAN_1938_44-45_1934,T-CAN,Trade of Canada,1938,,44-45,,,1934,,,,,,,,,,,,
T-CAN_1938_44-45_1935,T-CAN,Trade of Canada,1938,,44-45,,,1935,,,,,,,,,,,,
T-CAN_1938_44-45_1936,T-CAN,Trade of Canada,1938,,44-45,,,1936,,,,,,,,,,,,
T-CAN_1938_44-45_1937,T-CAN,Trade of Canada,1938,,44-45,,,1937,,,,,,,,,,,,
T-CAN_1938_44-45_1938,T-CAN,Trade of Canada,1938,,44-45,,,1938,,,,,,,,,,,,
T-CAN_1933_40-43_1929,T-CAN,Trade of Canada,1933,,40-43,,,1929,,,,,,,,,,,,
T-CAN_1933_40-43_1930,T-CAN,Trade of Canada,1933,,40-43,,,1930,,,,,,,,,,,,
T-CAN_1933_40-43_1931,T-CAN,Trade of Canada,1933,,40-43,,,1931,,,,,,,,,,,,
T-CAN_1933_40-43_1932,T-CAN,Trade of Canada,1933,,40-43,,,1932,,,,,,,,,,,,
T-CAN_1933_40-43_1933,T-CAN,Trade of Canada,1933,,40-43,,,1933,,,,,,,,,,,,
T-CAN_1928_37-38_1924,T-CAN,Trade of Canada,1928,,37-38,,,1924,,,,,,,,,,,,
T-CAN_1928_37-38_1925,T-CAN,Trade of Canada,1928,,37-38,,,1925,,,,,,,,,,,,
T-CAN_1928_37-38_1926,T-CAN,Trade of Canada,1928,,37-38,,,1926,,,,,,,,,,,,
T-CAN_1928_37-38_1927,T-CAN,Trade of Canada,1928,,37-38,,,1927,,,,,,,,,,,,
T-CAN_1928_37-38_1928,T-CAN,Trade of Canada,1928,,37-38,,,1928,,,,,,,,,,,,
T-CAN_1923_56-65_1919,T-CAN,Trade of Canada,1923,,56-65,,,1919,,,,,,,,,,,,
T-CAN_1923_56-65_1920,T-CAN,Trade of Canada,1923,,56-65,,,1920,,,,,,,,,,,,
T-CAN_1923_56-65_1921,T-CAN,Trade of Canada,1923,,56-65,,,1921,,,,,,,,,,,,
T-CAN_1923_56-65_1922,T-CAN,Trade of Canada,1923,,56-65,,,1922,,,,,,,,,,,,
T-CAN_1923_56-65_1923,T-CAN,Trade of Canada,1923,,56-65,,,1923,,,,,,,,,,,,
T-CAN_1920_62-63_1916,T-CAN,Trade of Canada,1920,,62-63,,,1916,,,,,,,,,,,,
T-CAN_1920_62-63_1917,T-CAN,Trade of Canada,1920,,62-63,,,1917,,,,,,,,,,,,
T-CAN_1920_62-63_1918,T-CAN,Trade of Canada,1920,,62-63,,,1918,,,,,,,,,,,,
TC-CAN_1915_188-189_1915,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1915,,188-189,,,1915,,,,,,,,,,,,
TC-CAN_1914_202-203_1914,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1914,,202-203,,,1914,,,,,,,,,,,,
TC-CAN_1913_202-203_1913,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1913,,202-203,,,1913,,,,,,,,,,,,
TC-CAN_1912_202-203_1912,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1912,,202-203,,,1912,,,,,,,,,,,,
TC-CAN_1910_198-199_1910,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1910,,198-199,,,1910,,,,,,,,,,,,
TC-CAN_1909_180-181_1909,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1909,,180-181,,,1909,,,,,,,,,,,,
TC-CAN_1908_184-185_1908,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1908,,184-185,,,1908,,,,,,,,,,,,
TC-CAN_1907_182-183_1907,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1907,,182-183,,,1907,,,,,,,,,,,,
TC-CAN_1906_184-185_1906,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1906,,184-185,,,1906,,,,,,,,,,,,
TC-CAN_1905_184-185_1905,TC-CAN,"Tableau des importations, exportations et navigation du Canada",1905,,184-185,,,1905,,,,,,,,,,,,
T-CAN_1904_I_20-25_1900,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1900,,,,,,,,,,,,
T-CAN_1904_I_20-25_1901,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1901,,,,,,,,,,,,
T-CAN_1904_I_20-25_1902,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1902,,,,,,,,,,,,
T-CAN_1904_I_20-25_1903,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1903,,,,,,,,,,,,
T-CAN_1904_I_20-25_1904,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1904,I,20-25,,,1904,,,,,,,,,,,,
T-CAN_1899_163_1899,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1899,,163,,,1899,,,,,,,,,,,,
T-CAN_1899_178-179_1899,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1899,,178-179,,,1899,,,,,,,,,,,,
T-CAN_1897_122-123_1897,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1897,,122-123,,,1897,,,,,,,,,,,,
TC-CAN_1896_361_1896,TC-CAN,Tableaux du commerce et de la navigation du Canada,1896,,361,,,1896,,,,,,,,,,,,
TC-CAN_1896_516-517_1896,TC-CAN,Tableaux du commerce et de la navigation du Canada,1896,,516-517,,,1896,,,,,,,,,,,,
T-CAN_1895_356_1895,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1895,,356,,,1895,,,,,,,,,,,,
T-CAN_1895_510-511_1895,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1895,,510-511,,,1895,,,,,,,,,,,,
T-CAN_1894_356_1894,T-CAN,Tables of the Trade and Navigation of the Dominion of Canada,1894,,356,,,1894,,,,,,,,,,,,
