COW_code,COW_name,start_year,end_year,link_type,sovereign_COW_code,sovereign_COW_name
3481,Brda,1918,1993,Became part of,345,Yugoslavia
3693,Republic of the Don,1918,1993,Became part of,365,Russia
2292,Cracow,1918,1993,Became part of,290,Poland
3379,Aland Is.,1918,1993,Became part of,375,Finland
346,Bosnia-Herzegovina,1918,1991,Became part of,345,Yugoslavia
349,Slovenia,1918,1991,Became part of,345,Yugoslavia
3461,Bosnia,1918,1991,Became part of,345,Yugoslavia
3462,Herzegovina,1918,1991,Became part of,345,Yugoslavia
6631,West Bank,1918,1948,Became part of,665,Palestine
6511,Gaza,1918,1945,Became part of,665,Palestine
344,Croatia,1918,1941,Became part of,345,Yugoslavia
370,Byelorussia (Belarus),1918,1941,Became part of,365,Russia
359,Moldova (Bessarabia) (Moldavian Republic),1918,1940,Became part of,360,Romania
3681,USSR Bases in Lithuania,1918,1939,Became part of,368,Lithuania
3671,USSR Bases in Latvia,1918,1939,Became part of,367,Latvia
3661,USSR Bases in Estonia,1918,1939,Became part of,366,Estonia
317,Slovakia,1918,1939,Became part of,315,Czechoslovakia
3316,Carpatho-Ukraine,1918,1939,Became part of,315,Czechoslovakia
663,Jordan (Transjordan),1918,1923,Occupied by,200,United Kingdom
665,Palestine,1918,1923,Occupied by,200,United Kingdom
666,Israel,1918,1923,Occupied by,200,United Kingdom
6402,Western Anatolia,1918,1923,Occupied by,350,Greece
660,Lebanon,1918,1923,Occupied by,220,France
6401,Cilicia,1918,1923,Occupied by,220,France
7360,Tuvinian People's Republic,1918,1922,Became part of,710,China
3374,Batum,1918,1920,Occupied by,200,United Kingdom
374,Transcaucasia,1918,1920,Became part of,371,Armenia
3692,Northeren Russia,1918,1919,Occupied by,2,United States of America
355,Bulgaria,1918,1919,Occupied by,200,United Kingdom
3343,Fiume,1918,1919,Occupied by,325,Italy
3694,Odessa,1918,1919,Occupied by,220,France
3053,Tirol,1918,1919,Became part of,305,Austria
3379,Aland Is.,1918,1918,Occupied by,380,Sweden
3379,Aland Is.,1918,1918,Occupied by,255,Germany
5401,Chokwe,1917,1993,Became part of,540,Angola
5,Virgin Islands (Danish West Indies),1917,1993,Became colony of,2,United States of America
3378,Porkkala,1917,1944,Became part of,375,Finland
3377,Hango,1917,1940,Became part of,375,Finland
7352,Vladivostok,1917,1922,Occupied by,740,Japan
645,Iraq (Mesopotamia),1917,1920,Occupied by,200,United Kingdom
3379,Aland Is.,1917,1918,Became part of,375,Finland
1044,Navassa I.,1916,1993,Became Possession of,2,United States of America
9451,Ocean I.,1916,1975,Became part of,945,Gilbert and Ellice Is.
9452,Christmas I.,1916,1975,Became part of,945,Gilbert and Ellice Is.
9453,Fanning I.,1916,1975,Became part of,945,Gilbert and Ellice Is.
9454,Washington I.,1916,1975,Became part of,945,Gilbert and Ellice Is.
945,Gilbert and Ellice Is.,1916,1975,Became colony of,200,United Kingdom
1088,Corn Is.,1916,1971,Leased to,2,United States of America
42,Dominican Republic (Santo Domingo),1916,1925,Occupied by,2,United States of America
9201,Tokelau Is.,1916,1925,Became part of,945,Gilbert and Ellice Is.
460,German Togoland,1916,1922,Occupied by,200,United Kingdom
510,Tanzania (Tanganyika) (German east Africa),1916,1922,Occupied by,200,United Kingdom
6523,Rouad I.,1916,1920,Occupied by,220,France
470,Kamerun,1916,1919,Occupied by,200,United Kingdom
5411,Kionga,1916,1919,Occupied by,235,Portugal
360,Rumania,1916,1918,Occupied by,255,Germany
3351,Corfu,1916,1916,Occupied by,220,France
6305,Bushire,1915,1993,Became part of,630,Iran
41,Haiti,1915,1934,Occupied by,2,United States of America
565,South West Africa (German West Africa) (Namibia),1915,1922,Occupied by,560,South Africa
3356,Castellorizo,1915,1920,Occupied by,220,France
365,Union of Soviet Socialist Republics / Russia,1915,1918,Occupied by,255,Germany
348,Montenegro,1915,1918,Occupied by,300,Austria-Hungary
6305,Bushire,1915,1915,Occupied by,200,United Kingdom
4781,Lagos,1914,1993,Became part of,475,Nigeria
4782,Oil Rivers Protectorate,1914,1993,Became part of,475,Nigeria
4783,Southern Nigeria,1914,1993,Became part of,475,Nigeria
4784,Northern Nigeria,1914,1993,Became part of,475,Nigeria
4790,Biafra,1914,1967,Became part of,475,Nigeria
352,Cyprus,1914,1960,Became colony of,200,United Kingdom
475,Nigeria,1914,1960,Became colony of,200,United Kingdom
3341,Saseno,1914,1947,Occupied by,325,Italy
581,Comoros,1914,1947,Became part of,580,Madagascar
5811,Grand Comoro,1914,1947,Became part of,580,Madagascar
5812,Mayotte,1914,1947,Became part of,580,Madagascar
5814,Moheli,1914,1947,Became part of,580,Madagascar
8221,Johore,1914,1942,Became protectorate of,200,United Kingdom
7220,Kiauchau,1914,1922,Occupied by,740,Japan
651,Egypt/United Arab Republic,1914,1922,Became protectorate of,200,United Kingdom
912,New Guinea (German New Guinea) (Kaiser Wilhelmsland),1914,1921,Occupied by,900,Australia
990,Western Samoa,1914,1920,Occupied by,920,New Zealand
980,U. S. Pacific Trust Territories,1914,1920,Occupied by,740,Japan
983,Marshall Is.,1914,1920,Occupied by,740,Japan
339,Albania,1914,1920,Occupied by,300,Austria-Hungary
9810,Caroline Is.,1914,1919,Occupied by,740,Japan
2111,Moresnet,1914,1919,Occupied by,255,Germany
970,Nauru,1914,1919,Occupied by,900,Australia
6821,Lahej,1914,1918,Occupied by,640,Turkey
211,Belgium,1914,1918,Occupied by,255,Germany
220,France,1914,1918,Occupied by,255,Germany
212,Luxemburg,1914,1918,Occupied by,255,Germany
345,Yugoslavia/Serbia,1914,1918,Occupied by,300,Austria-Hungary
7360,Tuvinian People's Republic,1914,1918,Became part of,365,Russia
673,Al Hasa,1913,1993,Became part of,670,Saudi Arabia
351,Crete,1913,1993,Became part of,350,Greece
3502,Mount Athos,1913,1993,Became part of,350,Greece
3503,New Greece,1913,1993,Became part of,350,Greece
3504,Samos,1913,1993,Became part of,350,Greece
3505,Lemnos,1913,1993,Became part of,350,Greece
3471,Novi Bazar,1913,1991,Became part of,345,Yugoslavia
4832,Wadai,1913,1958,Became part of,480,French Equatorial Africa
6061,Alhucemas,1913,1956,Became part of,602,Spanish Morocco
6062,Ceuta,1913,1956,Became part of,602,Spanish Morocco
6063,Chafarinas,1913,1956,Became part of,602,Spanish Morocco
6064,Melilla,1913,1956,Became part of,602,Spanish Morocco
6065,Penon de Velez,1913,1956,Became part of,602,Spanish Morocco
6067,Captaincy-general of north Africa,1913,1956,Became part of,602,Spanish Morocco
3340,Scutari,1912,1993,Became part of,339,Albania
9740,Palmyra Is.,1912,1960,Became part of,4,Hawaii
602,Spanish Morocco,1912,1956,Became protectorate of,230,Spain
6021,Southern zone of Spanish Morocco,1912,1956,Became part of,602,Spanish Morocco
6066,Morocco-Melilla Neutral Zone,1912,1956,Became part of,602,Spanish Morocco
93,Nicaragua,1912,1925,Occupied by,2,United States of America
3353,Dodecanese Is. (Aegean Is.),1912,1923,Occupied by,325,Italy
6023,Republic of the Rif,1912,1923,Became part of,602,Spanish Morocco
6202,Cyrenaica,1912,1919,Became part of,620,Libya
6203,Tripolitania,1912,1919,Became part of,620,Libya
620,Libya (Tripolitania Cyrenaica Fezzan),1912,1919,Became colony of,325,Italy
3341,Saseno,1912,1914,Became part of,339,Albania
3471,Novi Bazar,1912,1913,Occupied by,345,Yugoslavia
3503,New Greece,1912,1913,Occupied by,350,Greece
3504,Samos,1912,1913,Occupied by,350,Greece
8553,Gowa,1911,1993,Became part of,850,Indonesia
600,Morocco,1911,1956,Became protectorate of,220,France
5518,Northeastern Rhodesia,1911,1953,Became part of,551,Zambia
5519,Northwestern Rhodesia,1911,1953,Became part of,551,Zambia
551,Zambia (Northern Rhodesia),1911,1953,Became colony of,200,United Kingdom
601,Tangier,1911,1923,Became part of,602,Spanish Morocco
630,Iran (Persia),1911,1919,Occupied by,200,United Kingdom
630,Iran (Persia),1911,1917,Occupied by,365,Russia
561,Cape Colony,1910,1993,Became part of,560,South Africa
562,Natal,1910,1993,Became part of,560,South Africa
563,Transvaal,1910,1993,Became part of,560,South Africa
564,Orange Free State (Orange River Colony),1910,1993,Became part of,560,South Africa
5611,Griqualand West,1910,1993,Became part of,560,South Africa
5612,British Bechuanaland,1910,1993,Became part of,560,South Africa
5613,Goshen,1910,1993,Became part of,560,South Africa
5614,British Kaffraria,1910,1993,Became part of,560,South Africa
5621,Zululand,1910,1993,Became part of,560,South Africa
5622,New Republic,1910,1993,Became part of,560,South Africa
6001,Udja,1910,1993,Became part of,600,Morocco
4910,Kuba,1910,1993,Became part of,490,Democratic Republic of the Congo
569,Ciskei,1910,1981,Became part of,560,South Africa
568,Venda,1910,1979,Became part of,560,South Africa
567,Bophuthatswana,1910,1977,Became part of,560,South Africa
566,Transkei,1910,1976,Became part of,560,South Africa
481,Gabon,1910,1958,Became part of,480,French Equatorial Africa
482,Central African Republic,1910,1958,Became part of,480,French Equatorial Africa
483,Chad,1910,1958,Became part of,480,French Equatorial Africa
484,Congo (Brazzaville) (French Congo (Middle Congo),1910,1958,Became part of,480,French Equatorial Africa
4821,Bangassou,1910,1958,Became part of,480,French Equatorial Africa
4822,Rafai,1910,1958,Became part of,480,French Equatorial Africa
4823,Zemio,1910,1958,Became part of,480,French Equatorial Africa
4841,Bateke (Anzico),1910,1958,Became part of,480,French Equatorial Africa
4842,Loango,1910,1958,Became part of,480,French Equatorial Africa
480,French Equatorial Africa,1910,1958,Became colony of,220,France
730,Korea (Chosen),1910,1945,Became colony of,740,Japan
5651,Walvis Bay,1910,1922,Became part of,560,South Africa
560,South Africa,1910,1920,Became colony of,200,United Kingdom
7910,Tibet,1910,1912,Occupied by,710,China
4351,Adrar,1909,1993,Became part of,435,Mauritania
8171,Paracel Is.,1909,1954,Claimed by,710,China
8222,Kedah,1909,1942,Became protectorate of,200,United Kingdom
8223,Kelantan,1909,1942,Became protectorate of,200,United Kingdom
8224,Perlis,1909,1942,Became protectorate of,200,United Kingdom
8225,Trengganu,1909,1942,Became protectorate of,200,United Kingdom
9981,Palmer Antarctic Territory,1908,1962,Claimed by,1163,Falkland Is.
3461,Bosnia,1908,1918,Became part of,300,Austria-Hungary
3462,Herzegovina,1908,1918,Became part of,300,Austria-Hungary
3471,Novi Bazar,1908,1912,Became part of,640,Turkey
8539,Torjaja,1907,1993,Became part of,850,Indonesia
7106,Tientsin,1907,1993,Became part of,710,China
7111,Manchuria,1907,1917,Became part of,710,China
6001,Udja,1907,1910,Occupied by,220,France
730,Korea (Chosen),1907,1910,Became protectorate of,740,Japan
4821,Bangassou,1906,1993,Became part of,482,Central African Republic
4822,Rafai,1906,1993,Became part of,482,Central African Republic
4823,Zemio,1906,1993,Became part of,482,Central African Republic
9351,Vemarana (Espiritu Santo),1906,1980,Became part of,935,Vanuatu
935,Vanuatu (New Hebrides),1906,1980,Became colony of,200,United Kingdom
482,Central African Republic,1906,1960,Became colony of,220,France
4781,Lagos,1906,1914,Became part of,4783,Southern Nigeria
40,Cuba,1906,1909,Occupied by,2,United States of America
4353,Tagant,1905,1993,Became part of,435,Mauritania
8552,Bone,1905,1993,Became part of,850,Indonesia
4043,Oio,1905,1993,Became part of,404,Guinea-Bissau
3805,Sweden-Norway Neutral Zone,1905,1993,Became neutral or demilitarized zone of,380,Sweden
5203,Alula (Mijerteyn),1905,1960,Became part of,5200,Italian Somaliland
5204,Obbia,1905,1960,Became part of,5200,Italian Somaliland
5205,Somali Coast Leased Territory,1905,1960,Became part of,5200,Italian Somaliland
7351,Southern Sakhalin I.,1905,1946,Became colony of,740,Japan
7104,Kwangtung Territory (Leased),1905,1945,Leased to,740,Japan
5200,Italian Somaliland,1905,1936,Became colony of,325,Italy
3505,Lemnos,1905,1913,Became part of,640,Turkey
730,Korea (Chosen),1905,1907,Occupied by,740,Japan
3505,Lemnos,1905,1905,Occupied by,200,United Kingdom
4352,Brakna,1904,1993,Became part of,435,Mauritania
9253,Niue I.,1904,1993,Became colony of,920,New Zealand
436,Niger,1904,1960,Became colony of,220,France
432,Mali (French Sudan) (Upper Senegal and Niger),1904,1959,Became colony of,220,France
432,Mali (French Sudan) (Upper Senegal and Niger),1904,1958,Became part of,430,French West Africa
435,Mauritania,1904,1958,Became part of,430,French West Africa
436,Niger,1904,1958,Became part of,430,French West Africa
4361,Air,1904,1958,Became part of,430,French West Africa
4362,Zinder,1904,1958,Became part of,430,French West Africa
1040,Guantanamo,1903,1993,Leased to,2,United States of America
4746,Yauri,1903,1993,Became part of,475,Nigeria
4751,Sokoto,1903,1993,Became part of,475,Nigeria
8531,Atjeh,1903,1993,Became part of,850,Indonesia
9601,Society Is.,1903,1993,Became part of,960,French Polynesia
9602,Marquesas Is.,1903,1993,Became part of,960,French Polynesia
9603,Tuamotu Is.,1903,1993,Became part of,960,French Polynesia
9604,Gambier Is.,1903,1993,Became part of,960,French Polynesia
9605,Tubuai Is. (Austral Is.),1903,1993,Became part of,960,French Polynesia
9606,Tahiti,1903,1993,Became part of,960,French Polynesia
1407,Acre,1903,1993,Became part of,140,Brazil
5402,Ovimbundu,1903,1993,Became part of,540,Angola
960,French Polynesia,1903,1993,Became colony of,220,France
96,Panama Canal Zone,1903,1979,Leased to,2,United States of America
1097,Panama Canal Operating Area,1903,1979,Became part of,96,Panama Canal Zone
591,Seychelles,1903,1976,Became colony of,200,United Kingdom
481,Gabon,1903,1960,Became colony of,220,France
435,Mauritania,1903,1921,Became protectorate of,220,France
4741,Abuja,1902,1993,Became part of,475,Nigeria
4752,Adamawa,1902,1993,Became part of,475,Nigeria
4753,Bauchi,1902,1993,Became part of,475,Nigeria
4754,Gwandu,1902,1993,Became part of,475,Nigeria
4755,Hadejia,1902,1993,Became part of,475,Nigeria
4758,Katsina,1902,1993,Became part of,475,Nigeria
4759,Katagum,1902,1993,Became part of,475,Nigeria
4761,Nupe,1902,1993,Became part of,475,Nigeria
4762,Zaria,1902,1993,Became part of,475,Nigeria
4354,Trarza,1902,1993,Became part of,435,Mauritania
572,Swaziland,1902,1968,Became colony of,200,United Kingdom
9252,Northern Cook Is.,1901,1993,Became Possession of,925,Cook Is.
4735,Kontagora,1901,1993,Became part of,475,Nigeria
4738,Doma (Gara),1901,1993,Became part of,475,Nigeria
4742,Igala,1901,1993,Became part of,475,Nigeria
4744,Kwararafa,1901,1993,Became part of,475,Nigeria
4521,Asante,1901,1993,Became part of,452,Ghana
4536,Northern Territories,1901,1993,Became part of,452,Ghana
901,New South Wales,1901,1993,Became part of,900,Australia
902,Western Australia,1901,1993,Became part of,900,Australia
903,South Australia,1901,1993,Became part of,900,Australia
904,Victoria,1901,1993,Became part of,900,Australia
905,Queensland,1901,1993,Became part of,900,Australia
906,Tasmania,1901,1993,Became part of,900,Australia
925,Cook Is.,1901,1993,Became colony of,920,New Zealand
9003,Coral Sea Is.,1901,1969,Became part of,900,Australia
900,Australia,1901,1919,Became colony of,200,United Kingdom
9253,Niue I.,1901,1904,Became part of,925,Cook Is.
9900,Samoa,1900,1993,Became part of,990,Samoa
4736,Keana,1900,1993,Became part of,475,Nigeria
4766,Rabeh,1900,1993,Became part of,475,Nigeria
5516,Shangane (Gaza Empire),1900,1993,Became part of,541,Mozambique
991,American Samoa,1900,1993,Became colony of,2,United States of America
955,Tonga,1900,1970,Became protectorate of,200,United Kingdom
6967,Ras al Khaimah,1900,1919,Became part of,6963,Sharjah
9451,Ocean I.,1900,1916,Became Possession of,200,United Kingdom
990,Western Samoa,1900,1914,Became colony of,255,Germany
5511,Citimukulu Bemba,1900,1911,Became part of,5518,Northeastern Rhodesia
5512,Mwamba Bemba,1900,1911,Became part of,5518,Northeastern Rhodesia
560,South Africa,1900,1910,Became part of,563,Transvaal
560,South Africa,1900,1910,Became part of,564,Orange Free State (Orange River Colony)
560,South Africa,1900,1910,Became part of,562,Natal
560,South Africa,1900,1910,Became part of,561,Cape Colony
563,Transvaal,1900,1910,Became colony of,200,United Kingdom
564,Orange Free State (Orange River Colony),1900,1910,Became colony of,200,United Kingdom
7111,Manchuria,1900,1907,Occupied by,365,Russia
7106,Tientsin,1900,1907,Occupied by,9998,#N/D
9253,Niue I.,1900,1901,Became protectorate of,200,United Kingdom
5003,Bunyoro,1899,1993,Became part of,500,Uganda
9401,German Solomon Is.,1899,1993,Became part of,940,Solomon Islands
4737,Fika,1899,1993,Became part of,475,Nigeria
5515,Maseko Ngoni,1899,1993,Became part of,541,Mozambique
4907,Msiri,1899,1993,Became part of,490,Democratic Republic of the Congo
9401,German Solomon Is.,1899,1975,Became part of,912,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
9820,Mariana Is.,1899,1919,Became colony of,255,Germany
4783,Southern Nigeria,1899,1914,Became protectorate of,200,United Kingdom
4784,Northern Nigeria,1899,1914,Became protectorate of,200,United Kingdom
475,Nigeria,1899,1914,Became part of,4783,Southern Nigeria
4782,Oil Rivers Protectorate,1899,1914,Became part of,4783,Southern Nigeria
9810,Caroline Is.,1899,1914,Became colony of,255,Germany
5513,Barotse,1899,1911,Became part of,5519,Northwestern Rhodesia
551,Zambia (Northern Rhodesia),1899,1911,Became part of,5518,Northeastern Rhodesia
5517,Kazembe,1899,1911,Became part of,5518,Northeastern Rhodesia
5518,Northeastern Rhodesia,1899,1911,Became colony of,200,United Kingdom
5519,Northwestern Rhodesia,1899,1911,Became colony of,200,United Kingdom
1049,Tobago,1898,1993,Became part of,52,Trinidad and Tobago
5101,Ha,1898,1993,Became part of,510,Tanzania
5102,Haya,1898,1993,Became part of,510,Tanzania
5103,Hehe,1898,1993,Became part of,510,Tanzania
5104,Karaqwe,1898,1993,Became part of,510,Tanzania
5107,North Gwangara,1898,1993,Became part of,510,Tanzania
5108,South Gwangara,1898,1993,Became part of,510,Tanzania
6254,Mahdist Empire,1898,1993,Became part of,625,Sudan
4757,Kano,1898,1993,Became part of,475,Nigeria
5525,Mpezeni Ngoni,1898,1993,Became part of,553,Malawi
5526,Kamanga,1898,1993,Became part of,553,Malawi
4,Hawaii,1898,1960,Became colony of,2,United States of America
4328,Sikasso,1898,1958,Became part of,430,French West Africa
4393,Mandinka Empire,1898,1958,Became part of,430,French West Africa
625,Sudan (Anglo-Egyptian),1898,1956,Became colony of,200,United Kingdom
6,Puerto Rico,1898,1952,Became colony of,2,United States of America
7110,Kwanchowan,1898,1946,Became part of,810,French Indochina
7110,Kwanchowan,1898,1943,Leased to,220,France
840,Philippines,1898,1942,Became colony of,2,United States of America
985,Guam,1898,1941,Became colony of,2,United States of America
9720,Wake I.,1898,1941,Became colony of,2,United States of America
7105,Weihaiwei,1898,1930,Leased to,200,United Kingdom
7220,Kiauchau,1898,1914,Leased to,255,Germany
351,Crete,1898,1913,Occupied by,200,United Kingdom
7104,Kwangtung Territory (Leased),1898,1905,Leased to,365,Russia
40,Cuba,1898,1902,Occupied by,2,United States of America
5513,Barotse,1898,1899,Became part of,552,Zimbabwe
4756,Ilorin,1897,1993,Became part of,475,Nigeria
4776,Benin,1897,1993,Became part of,475,Nigeria
4526,Dagomba,1897,1993,Became part of,452,Ghana
4531,Gonja,1897,1993,Became part of,452,Ghana
4536,Northern Territories,1897,1957,Became protectorate of,200,United Kingdom
9610,Clipperton I.,1897,1932,Occupied by,70,Mexico
4511,Sierra Leone Protectorate,1896,1993,Became part of,451,Sierra Leone
4515,Koya-Temne,1896,1993,Became part of,451,Sierra Leone
5801,Nossi Be,1896,1993,Became part of,580,Madagascar
5802,Diego Suarez,1896,1993,Became part of,580,Madagascar
5803,St. Marie de Madagascar,1896,1993,Became part of,580,Madagascar
451,Sierra Leone,1896,1961,Became protectorate of,200,United Kingdom
4511,Sierra Leone Protectorate,1896,1961,Became protectorate of,200,United Kingdom
580,Malagasy Republic (Madagascar),1896,1960,Became colony of,220,France
5796,Ambohimanga (Merina),1896,1960,Became colony of,220,France
4381,Futa Djallon,1896,1958,Became part of,430,French West Africa
4395,Ouga Dougou,1896,1958,Became part of,430,French West Africa
8201,Perak,1896,1946,Became part of,821,Federated Malay States
8202,Selangore,1896,1946,Became part of,821,Federated Malay States
8203,Pahang,1896,1946,Became part of,821,Federated Malay States
8210,Negri Sembilan,1896,1946,Became part of,821,Federated Malay States
821,Federated Malay States,1896,1942,Became colony of,200,United Kingdom
4521,Asante,1896,1901,Occupied by,200,United Kingdom
1409,Trinidade Island,1895,1993,Became Possession of,140,Brazil
7588,Baluchistan (Kalat),1895,1993,Became part of,750,India
4532,Gyamen,1895,1993,Became part of,452,Ghana
4902,Mwata Yamvo,1895,1993,Became part of,490,Democratic Republic of the Congo
4908,Azande,1895,1993,Became part of,490,Democratic Republic of the Congo
4909,Mangbetu,1895,1993,Became part of,490,Democratic Republic of the Congo
5711,Bamangwato,1895,1993,Became part of,571,Botswana
702,Tajikistan,1895,1991,Became part of,365,Russia
511,Zanzibar,1895,1963,Became protectorate of,200,United Kingdom
501,Kenya (British East Africa Protectorate),1895,1963,Became colony of,200,United Kingdom
431,Mali Federation,1895,1958,Became part of,430,French West Africa
433,Senegal,1895,1958,Became part of,430,French West Africa
434,Benin (Dahomey),1895,1958,Became part of,430,French West Africa
437,Ivory Coast,1895,1958,Became part of,430,French West Africa
438,Guinea (French Guinea) (Rivieres du Sud),1895,1958,Became part of,430,French West Africa
439,Burkina Faso (Upper Volta),1895,1958,Became part of,430,French West Africa
4321,Tokolor Empire,1895,1958,Became part of,430,French West Africa
4326,Macina,1895,1958,Became part of,430,French West Africa
4327,Segu,1895,1958,Became part of,430,French West Africa
4331,Futa Toro,1895,1958,Became part of,430,French West Africa
4332,Futa Bondu,1895,1958,Became part of,430,French West Africa
4333,Cayor,1895,1958,Became part of,430,French West Africa
4334,Rip,1895,1958,Became part of,430,French West Africa
4335,Saloum,1895,1958,Became part of,430,French West Africa
4336,Sine,1895,1958,Became part of,430,French West Africa
4337,Walo,1895,1958,Became part of,430,French West Africa
4341,Old Dahomey,1895,1958,Became part of,430,French West Africa
4342,Gun,1895,1958,Became part of,430,French West Africa
4343,Ketu,1895,1958,Became part of,430,French West Africa
4344,Grand Popo,1895,1958,Became part of,430,French West Africa
4345,Ouidah,1895,1958,Became part of,430,French West Africa
4346,Anecho,1895,1958,Became part of,430,French West Africa
4347,Cotonou,1895,1958,Became part of,430,French West Africa
4348,Porto Novo,1895,1958,Became part of,430,French West Africa
4382,Kankan,1895,1958,Became part of,430,French West Africa
4391,Gurma,1895,1958,Became part of,430,French West Africa
4392,Kong,1895,1958,Became part of,430,French West Africa
4394,Mamprussi,1895,1958,Became part of,430,French West Africa
4396,Yatenga,1895,1958,Became part of,430,French West Africa
4397,Busuma,1895,1958,Became part of,430,French West Africa
4398,Riziam,1895,1958,Became part of,430,French West Africa
430,French West Africa,1895,1958,Became colony of,220,France
7704,Chitral,1895,1947,Became protectorate of,200,United Kingdom
7705,Dir,1895,1947,Became protectorate of,200,United Kingdom
7706,Amb,1895,1947,Became protectorate of,200,United Kingdom
8210,Negri Sembilan,1895,1946,Became colony of,200,United Kingdom
713,Republic of China (Taiwan) (Formosa),1895,1945,Became colony of,740,Japan
5202,Oltre Giuba,1895,1925,Became part of,501,Kenya
501,Kenya (British East Africa Protectorate),1895,1920,Became protectorate of,200,United Kingdom
439,Burkina Faso (Upper Volta),1895,1919,Became part of,432,Mali
5612,British Bechuanaland,1895,1910,Became part of,561,Cape Colony
5613,Goshen,1895,1910,Became part of,561,Cape Colony
1409,Trinidade Island,1895,1895,Became Possession of,200,United Kingdom
5001,Buganda,1894,1993,Became part of,500,Uganda
5002,Ankole,1894,1993,Became part of,500,Uganda
5004,Busoga,1894,1993,Became part of,500,Uganda
5005,Butoro,1894,1993,Became part of,500,Uganda
8542,Lombok,1894,1993,Became part of,850,Indonesia
4201,Gambia Protectorate,1894,1993,Became part of,420,Gambia
4901,Tibbu Tip Empire,1894,1993,Became part of,490,Democratic Republic of the Congo
420,Gambia,1894,1965,Became protectorate of,200,United Kingdom
4201,Gambia Protectorate,1894,1965,Became protectorate of,200,United Kingdom
500,Uganda,1894,1962,Became protectorate of,200,United Kingdom
5006,Rwenzururu,1894,1962,Became part of,500,Uganda
434,Benin (Dahomey),1894,1960,Became colony of,220,France
572,Swaziland,1894,1902,Became colony of,563,Transvaal
4341,Old Dahomey,1894,1895,Became part of,434,Benin
4342,Gun,1894,1895,Became part of,434,Benin
4343,Ketu,1894,1895,Became part of,434,Benin
4344,Grand Popo,1894,1895,Became part of,434,Benin
4345,Ouidah,1894,1895,Became part of,434,Benin
4346,Anecho,1894,1895,Became part of,434,Benin
4347,Cotonou,1894,1895,Became part of,434,Benin
4348,Porto Novo,1894,1895,Became part of,434,Benin
5522,Ndebele,1893,1993,Became part of,552,Zimbabwe
4768,Egba,1893,1993,Became part of,475,Nigeria
4769,Ibadan,1893,1993,Became part of,475,Nigeria
4773,Ijebu,1893,1993,Became part of,475,Nigeria
940,Solomon Islands,1893,1978,Became protectorate of,200,United Kingdom
437,Ivory Coast,1893,1960,Became colony of,220,France
438,Guinea (French Guinea) (Rivieres du Sud),1893,1958,Became colony of,220,France
9973,Kerguelen Is.,1893,1955,Became Possession of,220,France
8121,Vientiane,1893,1949,Became part of,810,French Indochina
8122,Luang Prabang (Lan Sang),1893,1949,Became part of,810,French Indochina
812,Laos,1893,1945,Became part of,810,French Indochina
4361,Air,1893,1904,Occupied by,220,France
4362,Zinder,1893,1904,Occupied by,220,France
4321,Tokolor Empire,1893,1895,Occupied by,220,France
4326,Macina,1893,1895,Occupied by,220,France
4382,Kankan,1893,1895,Became part of,438,Guinea
5001,Buganda,1893,1894,Occupied by,200,United Kingdom
4904,Baluba,1892,1993,Became part of,490,Democratic Republic of the Congo
9251,Rarotonga,1892,1993,Became part of,925,Cook Is.
946,Kiribati,1892,1975,Became part of,945,Gilbert and Ellice Is.
947,Tuvalu,1892,1975,Became part of,945,Gilbert and Ellice Is.
6961,Abu Dhabi,1892,1971,Became protectorate of,200,United Kingdom
6962,Dubai,1892,1971,Became protectorate of,200,United Kingdom
6963,Sharjah,1892,1971,Became protectorate of,200,United Kingdom
6965,Ajman,1892,1971,Became protectorate of,200,United Kingdom
6966,Umm al Qawain,1892,1971,Became protectorate of,200,United Kingdom
945,Gilbert and Ellice Is.,1892,1916,Became protectorate of,200,United Kingdom
4764,Kanem,1892,1900,Became part of,4766,Rabeh
4765,Mandara,1892,1900,Became part of,4766,Rabeh
4831,Bagirmi,1892,1900,Became part of,4766,Rabeh
5105,Urambo,1891,1993,Became part of,510,Tanzania
5532,Ciwere (Chewa),1891,1993,Became part of,553,Malawi
553,Malawi (Nyasaland),1891,1964,Became protectorate of,200,United Kingdom
516,Burundi,1891,1962,Became part of,515,Rwanda-Urundi
517,Rwanda,1891,1962,Became part of,515,Rwanda-Urundi
550,Federation of Rhodesia and Nyasaland,1891,1953,Became part of,553,Malawi
7702,Hunza,1891,1947,Became protectorate of,200,United Kingdom
7703,Nagar,1891,1947,Became protectorate of,200,United Kingdom
515,Rwanda-Urundi,1891,1922,Became part of,510,Tanzania
5411,Kionga,1891,1916,Became part of,510,Tanzania
510,Tanzania (Tanganyika) (German east Africa),1891,1916,Became colony of,255,Germany
670,Saudi Arabia (Nejd Wahabbid Empire),1891,1902,Occupied by,674,Jabal Shammar
4907,Msiri,1891,1899,Became part of,5517,Kazembe
511,Zanzibar,1891,1893,Occupied by,200,United Kingdom
5523,Mashona,1890,1993,Became part of,552,Zimbabwe
7751,Hsipaw,1890,1993,Became part of,775,Myanmar
7752,Tawngpeng,1890,1993,Became part of,775,Myanmar
7753,North Hsen Wi,1890,1993,Became part of,775,Myanmar
7754,South Hsen Wi,1890,1993,Became part of,775,Myanmar
7755,Manglum,1890,1993,Became part of,775,Myanmar
7756,Hsamonghkam,1890,1993,Became part of,775,Myanmar
7757,Kyawkku,1890,1993,Became part of,775,Myanmar
