source_filename,nb_flows
ExtraitsDavisDivers1eSerieAvisDivers_Fc25,412
ExtraitsDavisDivers1eSerieAvisDivers_Fc26,134
ExtraitsDavisDivers1eSerieAvisDivers_Fc27,308
ExtraitsDavisDivers1eSerieAvisDivers_Fc28,334
ExtraitsDavisDivers1eSerieAvisDivers_Fc29,129
ExtraitsDavisDivers1eSerieAvisDivers_Fc31,406
ExtraitsDavisDivers1eSerieAvisDivers_Fc32,206
ExtraitsDavisDivers1eSerieAvisDivers_Fc33,100
ExtraitsDavisDivers1eSerieAvisDivers_Fc34,232
ExtraitsDavisDivers1eSerieAvisDivers_Fc35,374
ExtraitsDavisDivers1eSerieAvisDivers_Fc36,344
ExtraitsDavisDivers1eSerieAvisDivers_Fc40,300
FedericoGAndTenajunguitoA_WorldTrade18001938ANewSynthesisRevistaDeHistoriaEconomicajournalOfIberianAndLatinAmericaEconomicHistoryVol37N1,27191
ForeignCommerceAndNavigationOfTheUnitedStates_184950,225
ForeignCommerceAndNavigationOfTheUnitedStates_185051,216
ForeignCommerceAndNavigationOfTheUnitedStates_185152,229
ForeignCommerceAndNavigationOfTheUnitedStates_185253,242
ForeignCommerceAndNavigationOfTheUnitedStates_185354,231
ForeignCommerceAndNavigationOfTheUnitedStates_185455,238
ForeignCommerceAndNavigationOfTheUnitedStates_185556,244
ForeignCommerceAndNavigationOfTheUnitedStates_185657,244
ForeignCommerceAndNavigationOfTheUnitedStates_185758,235
ForeignCommerceAndNavigationOfTheUnitedStates_185859,232
ForeignCommerceAndNavigationOfTheUnitedStates_185960,232
ForeignCommerceAndNavigationOfTheUnitedStates_186061,232
ForeignCommerceAndNavigationOfTheUnitedStates_186162,226
ForeignCommerceAndNavigationOfTheUnitedStates_186263,216
ForeignCommerceAndNavigationOfTheUnitedStates_186364,217
ForeignCommerceAndNavigationOfTheUnitedStates_186465,171
ForeignCommerceAndNavigationOfTheUnitedStates_186566,192
ForeignCommerceAndNavigationOfTheUnitedStates_186667,250
ForeignCommerceAndNavigationOfTheUnitedStates_186768,196
ForeignCommerceAndNavigationOfTheUnitedStates_186869_Vol1,40
ForeignCommerceAndNavigationOfTheUnitedStates_186869_Volii,46
ForeignCommerceAndNavigationOfTheUnitedStates_186970,88
ForeignCommerceAndNavigationOfTheUnitedStates_187071,86
ForeignCommerceAndNavigationOfTheUnitedStates_187172,88
ForeignCommerceAndNavigationOfTheUnitedStates_187273,119
ForeignCommerceAndNavigationOfTheUnitedStates_187374,121
ForeignCommerceAndNavigationOfTheUnitedStates_187475,117
ForeignCommerceAndNavigationOfTheUnitedStates_187576,113
ForeignCommerceAndNavigationOfTheUnitedStates_190102,428
ForeignCommerceAndNavigationOfTheUnitedStates_190203,420
ForeignCommerceAndNavigationOfTheUnitedStates_190304,388
ForeignCommerceAndNavigationOfTheUnitedStates_190504,424
ForeignCommerceAndNavigationOfTheUnitedStates_190506,420
ForeignCommerceAndNavigationOfTheUnitedStates_190607,420
ForeignCommerceAndNavigationOfTheUnitedStates_190708,432
ForeignCommerceAndNavigationOfTheUnitedStates_190809,440
ForeignCommerceAndNavigationOfTheUnitedStates_190910,444
ForeignCommerceAndNavigationOfTheUnitedStates_191011,452
ForeignCommerceAndNavigationOfTheUnitedStates_191112,456
ForeignCommerceAndNavigationOfTheUnitedStates_191213,472
ForeignCommerceAndNavigationOfTheUnitedStates_1918,305
ForeignCommerceAndNavigationOfTheUnitedStates_1919,1100
ForeignCommerceAndNavigationOfTheUnitedStates_1920,103
ForeignCommerceAndNavigationOfTheUnitedStates_1921,112
ForeignCommerceAndNavigationOfTheUnitedStates_1922,114
ForeignCommerceAndNavigationOfTheUnitedStates_1923,113
ForeignCommerceAndNavigationOfTheUnitedStates_1924,1214
ForeignCommerceAndNavigationOfTheUnitedStates_1925,221
ForeignCommerceAndNavigationOfTheUnitedStates_1926,110
ForeignCommerceAndNavigationOfTheUnitedStates_1927,110
ForeignCommerceAndNavigationOfTheUnitedStates_1928,110
ForeignCommerceAndNavigationOfTheUnitedStates_1929,112
ForeignCommerceAndNavigationOfTheUnitedStates_1930,1265
ForeignCommerceAndNavigationOfTheUnitedStates_1931,112
ForeignCommerceAndNavigationOfTheUnitedStates_1932,112
ForeignCommerceAndNavigationOfTheUnitedStates_1933,112
ForeignCommerceAndNavigationOfTheUnitedStates_1934,112
ForeignCommerceAndNavigationOfTheUnitedStates_1935,1230
ForeignCommerceAndNavigationOfTheUnitedStates_1936,111
ForeignCommerceAndNavigationOfTheUnitedStates_1937,111
ForeignCommerceAndNavigationOfTheUnitedStates_1938,113
ForeignCommerceAndNavigationOfTheUnitedStates_1939,682
HorlingsE_Nehajaarboek_Vol65,208
ImportsAndExportsIn18812015ByCountries2922016,2068
JoustelaKE_SuomenVenajanKauppaAutonomianAjanAlkupuoliskollaVv180965DerHandelFinnlandsMitRusslandIj18091865_Vol62,82
KimNNKjPark_KyongJeHakYonGu_Vol573,124
LeCommerceExterieurDeLegypte_18741878,22
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1832,30
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1833,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1834,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1835,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1836,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1837,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1838,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1839,46
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1840,48
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1841,50
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1842,50
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1843,52
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1844,52
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1845,58
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1846,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1847,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1848,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1849,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1851,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1852,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1853,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1854,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1855,58
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1856,62
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1857,62
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1858,60
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1859,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1860,64
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1861,60
LeCommerceExterieurNationalDansSesAspectsDiversRussie_1862,60
MemorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,3526
MemorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19261928_Vol3,150
MemorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19271929_Vol3,28
MitchellBR_BritishHistoricalStatistics,389
MitchellBR_InternationalHistoricalStatistics_AfricaAsiaOceania_17502005,1110
MitchellBR_InternationalHistoricalStatistics_Europe_17502005,272
MitchellBR_InternationalHistoricalStatistics_TheAmericas_17502005,982
MouvementDuCommerceEtDeLaNavigationDeLaPuissanceDuCanada_1871,141
MouvementDuCommerceEtDeLaNavigationDeLaPuissanceDuCanada_1872,169
MouvementDuCommerceEtDeLaNavigationDeLaPuissanceDuCanada_1873,162
MovimentoCommercialeDelRegnoDitalia_1882,92
MovimentoCommercialeDelRegnoDitalia_1884,254
MovimentoCommercialeDelRegnoDitalia_1889,150
MovimentoCommercialeDelRegnoDitalia_1892,240
MovimentoCommercialeDelRegnoDitalia_1895,404
MovimentoCommercialeDelRegnoDitalia_1900,489
MovimentoCommercialeDelRegnoDitalia_1905_Vol1,590
MovimentoCommercialeDelRegnoDitalia_1910_Vol2,572
MovimentoCommercialeDelRegnoDitalia_1914_Vol2,770
MovimentoCommercialeDelRegnoDitalia_1919_Vol2,860
MovimentoCommercialeDelRegnoDitalia_1938_Vol1,3380
OfficialStatisticsOfFinlandTradeAndNavigation,364
OverseaTradeAndCustomsAndExciseRevenueOfTheCommonwealthOfAustralia_1906_Vol2,1032
OverseaTradeAndCustomsAndExciseRevenueOfTheCommonwealthOfAustralia_191718,524
OverseaTradeAndCustomsAndExciseRevenueOfTheCommonwealthOfAustralia_191819,1612
OverseaTradeAndCustomsAndExciseRevenueOfTheCommonwealthOfAustralia_192122,2338
OverseaTradeAndCustomsAndExciseRevenueOfTheCommonwealthOfAustralia_192829,2968
OverseaTradeAndCustomsAndExciseRevenueOfTheCommonwealthOfAustralia_193839,3062
PamukS_OttomanForeignTradeInThe19thCentury,168
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1915,1
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1917,1
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1919,3
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1921,1
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1923,1
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1925,1
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1927,1
RenseignementsGenerauxSurLeCommerceDesColoniesFrancaises_1928,237
ReportOnTheCommercialRelationsOfTheUnitedStatesWithAllForeignNations_18551856,1038
ResumeDesStatistiquesColonialesPourLesAnnees1892189318941895_18921895,48
ReturnsOfTradeAndTradeReportsChina_1875_Vol1,336
ReturnsOfTradeAndTradeReportsChina_1883_Vol1,346
ReturnsOfTradeAndTradeReportsChina_1891_Vol1,352
ReturnsOfTradeAndTradeReportsChina_1899_Vol1,352
ReturnsOfTradeAndTradeReportsChina_1907_Vol1,440
ReturnsOfTradeAndTradeReportsChina_1915_Vol1,560
SmitsJpHorlingsEJLVanZanden_DutchGdpAndItsComponents18001913,224
StatisticalAbstractForTheBritishEmpire_1913192429_Vol60,7379
StatisticalAbstractForTheBritishEmpire_19241930_Vol61,503
StatisticalAbstractForTheBritishEmpire_19241933_Vol63,110
StatisticalAbstractForTheBritishEmpire_19271936_Vol66,408
StatisticalAbstractForTheBritishEmpire_19291938_Vol68,7193
StatisticalAbstractForThePrincipalAndOtherForeignCountries_18601872_Vol1,20
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1860187576_Vol4,347
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1865187677_Vol5,31
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1868187879_Vol7,1670
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1870187980_Vol8,20
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1871188081_Vol9,18
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1872188182_Vol10,8
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1875188485_Vol13,20
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1877188687_Vol15,42
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1878188788_Vol16,71
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1879188889_Vol17,295
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1880188990_Vol18,267
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1881189091_Vol19,156
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1882189192_Vol20,562
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1883189293_Vol21,156
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1884189394_Vol22,782
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1885189495_Vol23,1705
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1888189798_Vol26,18
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1889189899_Vol27,919
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1891190001_Vol29,5913
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1892190102_Vol30,14
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1894190304_Vol32,22
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1895190405_Vol33,34
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1897190708_Vol35,20
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1898190809_Vol36,36
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1899190910_Vol37,220
StatisticalAbstractForThePrincipalAndOtherForeignCountries_1900191011_Vol38,118
StatisticalAbstractForThePrincipalAndOtherForeignCountries_19011912_Vol39,555
StatisticalAbstractForThePrincipalAndOtherForeignCountries_19071918,24310
StatisticalAbstractForTheSeveralBritishColoniesPossessionsAndProtectorates_18891903_Vol41,106
StatisticalAbstractForTheSeveralBritishColoniesPossessionsAndProtectorates_18901904_Vol42,78
StatisticalAbstractForTheSeveralBritishColoniesPossessionsAndProtectorates_18911905_Vol43,262
StatisticalAbstractForTheSeveralBritishColoniesPossessionsAndProtectorates_18921906_Vol44,48
StatisticalAbstractForTheSeveralBritishColoniesPossessionsAndProtectorates_18931907_Vol45,763
StatisticalAbstractForTheSeveralBritishOverseaDominionsAndProtectorates_19051919_Vol55,679
StatisticalAbstractForTheSeveralBritishOverseaDominionsAndProtectorates_1913192227_Vol59,14
StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18951909_Vol47,52
StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18961910_Vol48,30
StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18971911_Vol49,14
StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_18991913_Vol51,13830
StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_19001914_Vol52,872
StatisticalAbstractForTheSeveralBritishSelfgoverningDominionsColoniesPossessionsAndProtectorates_19011915_Vol53,202
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18501863_Vol1,370
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18611875_Vol13,1068
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18631877_Vol15,515
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18671881_Vol19,628
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18691883_Vol21,44
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18701884_Vol22,8295
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18711885_Vol23,192
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18721886_Vol24,4
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18741888_Vol26,158
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18751889_Vol27,86
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18771891_Vol29,30
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18781892_Vol30,52
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18831897_Vol35,392
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18841898_Vol36,86
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18851899_Vol37,8862
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18861900_Vol38,58
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18871901_Vol39,2
StatisticalAbstractForTheSeveralColonialAndOtherPossessionsOfTheUnitedKingdom_18881902_Vol40,626
StatisticalAbstractOfForeignCountries,791
StatisticalAbstractOfTheUnitedStates_1878,2007
StatisticalAbstractOfTheUnitedStates_1891,3548
StatisticalAbstractOfTheUnitedStates_1900,2960
StatisticalAbstractOfTheUnitedStates_1913,396
StatisticalAbstractRelatingToBritishIndia_18401865,1247
StatisticalAbstractRelatingToBritishIndia_18601869,66
StatisticalAbstractRelatingToBritishIndia_186768187677,521
StatisticalAbstractRelatingToBritishIndia_187677188586,694
StatisticalAbstractRelatingToBritishIndia_188485189495,22
StatisticalAbstractRelatingToBritishIndia_188586189495,914
StatisticalAbstractRelatingToBritishIndia_189495190304,913
StatisticalAbstractRelatingToBritishIndia_190304191213,1230
StatistiekHandelNederlanden_1915,128
StatistiekHandelNederlanden_1916,122
StatistiekHandelNederlanden_1917,50
StatistiekHandelNederlanden_1918,36
StatistiekHandelNederlanden_1919_Vol2,191
StatistiekHandelNederlanden_1920_Vol2,184
StatistiekHandelNederlanden_1921_Vol2,182
StatistiekHandelNederlanden_1922_Vol2,188
StatistiekHandelNederlanden_1923_Vol2,190
StatistiekHandelNederlanden_1924_Vol2,190
StatistiekHandelNederlanden_1925_Vol2,190
StatistiekHandelNederlanden_1926_Vol2,190
StatistiekHandelNederlanden_1927_Vol2,200
StatistiekHandelNederlanden_1928_Vol2,200
StatistiekHandelNederlanden_1929_Vol2,200
StatistiekHandelNederlanden_1930_Vol2,200
StatistiekHandelNederlanden_1931_Vol2,200
StatistiekHandelNederlanden_1932_Vol2,182
StatistiekHandelNederlanden_1933_Vol2,182
StatistiekHandelNederlanden_1934_Vol2,190
StatistiekHandelNederlanden_1935_Vol2,190
StatistiekHandelNederlanden_1936_Vol2,196
StatistiekHandelNederlanden_1937_Vol2,206
StatistiekHandelNederlanden_1938_Vol2,208
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1850,360
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1851,370
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1856,380
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1861,360
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1866,403
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1871,108
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1873,220
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1874,104
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1876,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1877,110
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1878,108
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1879,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1880,220
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1881,104
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1882,102
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1883,104
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1884,116
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1885,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1886,236
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1887,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1888,232
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1889,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1890,228
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1891,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1892,118
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1893,228
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1894,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1895,236
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1896,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1897,240
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1898,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1899,245
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1900,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1901,252
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1902,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1903,232
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1904,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1905,118
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1906,236
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1907,124
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1908,124
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1909,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1910,251
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1911,5
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1912,264
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1913,5
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1914,261
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1915,5
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1916,5
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1917,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1918,5
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1920,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1921,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1922,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1923,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1924,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1925,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1926,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1927,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1928,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1929,4
StatistiekVanDenHandelEnDeScheepvaartInHetKoninkrijkDerNederlanden_1931,4
StatistikDesWarenverkehrsDerSchweizMitDemAuslande_1890,64
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1841,405
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1846,75
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1847,225
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1849,12
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1850,154
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1852,228
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1855,234
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1858,462
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1864,468
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1870,492
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1875,344
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1880,542
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1885,540
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1890,590
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1895,702
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1900,1110
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1905,1115
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1908,682
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1911,228
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1912,654
StatistiqueDeLaBelgiqueTableauGeneralDuCommerceAvecLesPaysEtrangers_1913,212
StatistiqueDeLaFranceCommerceExterieur,924
StatistiqueDuCommerceDeLaPrincipauteDeBulgarieAvecLesPaysEtrangers_1882,17
StatistiqueDuCommerceDeLaPrincipauteDeBulgarieAvecLesPaysEtrangers_1886,161
StatistiqueDuCommerceDeLaPrincipauteDeBulgarieAvecLesPaysEtrangers_1890,170
StatistiqueDuCommerceDeLaPrincipauteDeBulgarieAvecLesPaysEtrangers_1895,180
StatistiqueDuCommerceDeLaPrincipauteDeBulgarieAvecLesPaysEtrangers_1900,180
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1905,210
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1910,220
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_19131915,144
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_19161918,250
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_19191923,52
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1924,270
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1929,312
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1933,390
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1937,16
StatistiqueDuCommerceDuRoyaumeDeBulgarieAvecLesPaysEtrangers_1938,482
StatistiquesColoniales_1889,16
StatistiquesColoniales_1905,488
StatistiquesColoniales_1905_Vol1,260
StatistiquesColoniales_1905_Vol2,186
StatistiquesDuCommerceDesColoniesFrancaises_1914,584
StatistiquesDuCommerceExterieurDeLaSocieteDesNations,31570
StatistiquesDuCommerceExterieurDeLaSocieteDesNations_1930,140
StatistiquesDuCommerceExterieurDeLaSocieteDesNations_19311932,136
StatistiquesDuCommerceExterieurDeLaSocieteDesNations_1934,88
StatistiquesDuCommerceExterieurDeLaSocieteDesNations_1936,120
StatistiquesDuCommerceExterieurDeLaSocieteDesNations_1937,228
StatistiquesDuCommerceExterieurDeLaSocieteDesNations_1938,2
StatistiquesDuCommerceExterieurDesPossessionsFrancaises_1938,962
StatistischesHandbuchFurDasDeutscheReich_Vol2,2322
StatistischesJahrbuchFurDasDeutscheReich,3333
StatistischesJahrbuchFurDasDeutscheReich_1911,3
